target_chembl_id,gene_symbol,uniprot_accession,target_name,assay_lane,is_gpcr,small_molecule_moa,ot_project_standard_direct_sm,known_unique_pocket_count,passes_non_gpcr,passes_chembl_small_molecule_moa,passes_supported_target_class,passes_any_experimental_pocket,passes_preferred_experimental_pocket,passes_preferred_druglike_experimental_pocket,in_final_target_set,first_exclusion_reason,target_class_l1,target_class_l2,target_class_l3,target_class_leaf,sequence_length,sequence_sha256,evidence_class,small_molecule_moa_record_count,small_molecule_count,approved_small_molecule_moa,calibration_status,positive_compounds,negative_compounds,strict_document_count,af_exact_sequence_model,af_pdb_path,af_mean_plddt,p2rank_status,p2rank_tier,p2rank_top_score,p2rank_top_probability,pocket_mean_plddt,fpocket_status,fpocket_pocket_count,fpocket_tier,fpocket_top_score,fpocket_top_druggability_score,fpocket_top_volume_A3,p2rank_top3_matches_any_fpocket,best_method_match_p2rank_rank,best_method_match_fpocket_rank,best_method_match_residue_jaccard,best_method_match_center_distance_A,pocket_consensus_class,primary_prediction_policy,predicted_pocket_identified,fragments_expected,fragments_completed,full_sequence_covered,p2rank_positive_fragments,fpocket_positive_fragments,dual_method_positive_fragments,mean_fragment_plddt,structure_strategy,fragment_pocket_evidence_tier,historical_experimental_evidence,historical_experimental_evidence_zh,computed_pocket_evidence,computed_pocket_evidence_zh,evidence_compute_route,next_compute_action_zh,authorization_scope,target_compute_class_zh,class_specific_compute_bundle_zh,wetlab_primary_orthogonal_assay_zh,wetlab_control_design_zh,wetlab_priority,experimental_pocket_status,recovery_scope_reason
CHEMBL1964,KCND3,Q9UK17,A-type voltage-gated potassium channel KCND3,ION_CHANNEL_FUNCTIONAL,False,True,True,0,True,True,True,False,False,False,False,EXCLUDE_NO_ELIGIBLE_EXPERIMENTAL_POCKET,Ion channel,Voltage-gated ion channel,Potassium channels,Voltage-gated potassium channel,655,7ed37e7b0bd23b2e4067bbae94ccbcdfecf8992873fa005a302b8c23521f0a5c,SM_MOA_NON_GPCR,1,1,True,T5_SPARSE_OR_NONE,0,8,9,True,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q9UK17-F1-model_v6.pdb,70.43969465648856,completed,C_WEAK_REVIEW,4.72,0.171,85.18333333333334,completed,53,A_HIGH_DRUGGABILITY_GEOMETRY,0.25,0.029,486.439,True,1.0,6.0,0.6666666666666666,4.120433199178076,C4_FPOCKET_RESCUE,FPOCKET_RESCUE_UNCERTAIN,True,,,,,,,,,,H5_SPARSE_OR_NONE,历史对照稀疏或缺失,P2_FPOCKET_GEOMETRIC_RESCUE,P2Rank较弱，由fpocket提供几何口袋补救,R4_GEOMETRIC_RESCUE_CONTROL_ACQUISITION,同时补对照和构象证据；不得用单一fpocket位点做发现排序,NO_DISCOVERY_RANKING_YET,离子通道,开放/关闭/失活状态和孔道口袋ensemble；Boltz-2；膜内离子通道MD,自动膜片钳多电压/多状态剂量反应 + 离子通量或位点突变复核,参考阻断剂/激动剂、未表达细胞、载体、电生理质量控制,W2_MINIMUM_CONTROL_AND_POCKET_VALIDATION,ABSENT_BY_FROZEN_ATLAS,EXCLUDE_NO_ELIGIBLE_EXPERIMENTAL_POCKET
CHEMBL1914276,KCNJ2,P63252,Inward rectifier potassium channel 2,ION_CHANNEL_FUNCTIONAL,False,True,True,0,True,True,True,False,False,False,False,EXCLUDE_NO_ELIGIBLE_EXPERIMENTAL_POCKET,Ion channel,Voltage-gated ion channel,Potassium channels,Inwardly rectifying potassium channel,427,5273734e985e4411938cd0c003f7a41812701c66824eec43a4270f95cb2acbc8,SM_MOA_NON_GPCR,1,1,True,T5_SPARSE_OR_NONE,0,4,4,True,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P63252-F1-model_v6.pdb,81.63393442622952,completed,C_WEAK_REVIEW,4.46,0.156,77.28923076923077,completed,34,A_HIGH_DRUGGABILITY_GEOMETRY,0.195,0.053,551.488,True,1.0,21.0,0.6842105263157895,3.498768330998782,C4_FPOCKET_RESCUE,FPOCKET_RESCUE_UNCERTAIN,True,,,,,,,,,,H5_SPARSE_OR_NONE,历史对照稀疏或缺失,P2_FPOCKET_GEOMETRIC_RESCUE,P2Rank较弱，由fpocket提供几何口袋补救,R4_GEOMETRIC_RESCUE_CONTROL_ACQUISITION,同时补对照和构象证据；不得用单一fpocket位点做发现排序,NO_DISCOVERY_RANKING_YET,离子通道,开放/关闭/失活状态和孔道口袋ensemble；Boltz-2；膜内离子通道MD,自动膜片钳多电压/多状态剂量反应 + 离子通量或位点突变复核,参考阻断剂/激动剂、未表达细胞、载体、电生理质量控制,W2_MINIMUM_CONTROL_AND_POCKET_VALIDATION,ABSENT_BY_FROZEN_ATLAS,EXCLUDE_NO_ELIGIBLE_EXPERIMENTAL_POCKET
CHEMBL4770,KCNJ8,Q15842,ATP-sensitive inward rectifier potassium channel 8,ION_CHANNEL_FUNCTIONAL,False,True,True,0,True,True,True,False,False,False,False,EXCLUDE_NO_ELIGIBLE_EXPERIMENTAL_POCKET,Ion channel,Voltage-gated ion channel,Potassium channels,Inwardly rectifying potassium channel,424,f62bb087ea9a01852d3f792583b5a06baf0f905c43ca0e011e4fd124bc63ab37,SM_MOA_NON_GPCR,1,1,True,T5_SPARSE_OR_NONE,0,0,0,True,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q15842-F1-model_v6.pdb,84.07950471698113,completed,D_LOW_CONFIDENCE,1.27,0.011,91.47285714285714,completed,35,B_REVIEWABLE_GEOMETRY,0.114,0.154,406.181,True,1.0,25.0,0.625,2.47930921855756,C4_FPOCKET_RESCUE,FPOCKET_RESCUE_UNCERTAIN,True,,,,,,,,,,H5_SPARSE_OR_NONE,历史对照稀疏或缺失,P2_FPOCKET_GEOMETRIC_RESCUE,P2Rank较弱，由fpocket提供几何口袋补救,R4_GEOMETRIC_RESCUE_CONTROL_ACQUISITION,同时补对照和构象证据；不得用单一fpocket位点做发现排序,NO_DISCOVERY_RANKING_YET,离子通道,开放/关闭/失活状态和孔道口袋ensemble；Boltz-2；膜内离子通道MD,自动膜片钳多电压/多状态剂量反应 + 离子通量或位点突变复核,参考阻断剂/激动剂、未表达细胞、载体、电生理质量控制,W2_MINIMUM_CONTROL_AND_POCKET_VALIDATION,ABSENT_BY_FROZEN_ATLAS,EXCLUDE_NO_ELIGIBLE_EXPERIMENTAL_POCKET
CHEMBL2331042,KCNK18,Q7Z418,Potassium channel subfamily K member 18,ION_CHANNEL_FUNCTIONAL,False,True,True,0,True,True,True,False,False,False,False,EXCLUDE_NO_ELIGIBLE_EXPERIMENTAL_POCKET,Ion channel,Voltage-gated ion channel,Potassium channels,Two-pore domain potassium channel,384,f361d925fefd6f05b6b6744b27baa67387e3d878959303ad383b7ea97baa85e4,SM_MOA_NON_GPCR,5,5,True,T5_SPARSE_OR_NONE,0,0,0,True,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q7Z418-F1-model_v6.pdb,69.77768229166666,completed,C_WEAK_REVIEW,4.93,0.182,89.04363636363637,completed,43,A_HIGH_DRUGGABILITY_GEOMETRY,0.335,0.945,1012.136,True,2.0,6.0,0.7142857142857143,3.770138708772985,C4_FPOCKET_RESCUE,FPOCKET_RESCUE_UNCERTAIN,True,,,,,,,,,,H5_SPARSE_OR_NONE,历史对照稀疏或缺失,P2_FPOCKET_GEOMETRIC_RESCUE,P2Rank较弱，由fpocket提供几何口袋补救,R4_GEOMETRIC_RESCUE_CONTROL_ACQUISITION,同时补对照和构象证据；不得用单一fpocket位点做发现排序,NO_DISCOVERY_RANKING_YET,离子通道,开放/关闭/失活状态和孔道口袋ensemble；Boltz-2；膜内离子通道MD,自动膜片钳多电压/多状态剂量反应 + 离子通量或位点突变复核,参考阻断剂/激动剂、未表达细胞、载体、电生理质量控制,W2_MINIMUM_CONTROL_AND_POCKET_VALIDATION,ABSENT_BY_FROZEN_ATLAS,EXCLUDE_NO_ELIGIBLE_EXPERIMENTAL_POCKET
CHEMBL1075094,NFE2L2,Q16236,Nuclear factor erythroid 2-related factor 2,NUCLEAR_EPIGENETIC_DOMAIN,False,True,True,0,True,True,True,False,False,False,False,EXCLUDE_NO_ELIGIBLE_EXPERIMENTAL_POCKET,Transcription factor,,,Transcription factor,605,850aba8ba2a5e1681e7e3dbc08958a52248c816c95be57b749d282e591253998,SM_MOA_NON_GPCR,1,1,True,T5_SPARSE_OR_NONE,3,70,24,True,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q16236-F1-model_v6.pdb,60.53502479338843,completed,D_LOW_CONFIDENCE,1.1,0.007,79.92999999999999,completed,48,B_REVIEWABLE_GEOMETRY,0.126,0.001,400.905,True,1.0,22.0,0.7777777777777778,2.996565215690751,C4_FPOCKET_RESCUE,FPOCKET_RESCUE_UNCERTAIN,True,,,,,,,,,,H5_SPARSE_OR_NONE,历史对照稀疏或缺失,P2_FPOCKET_GEOMETRIC_RESCUE,P2Rank较弱，由fpocket提供几何口袋补救,R4_GEOMETRIC_RESCUE_CONTROL_ACQUISITION,同时补对照和构象证据；不得用单一fpocket位点做发现排序,NO_DISCOVERY_RANKING_YET,核内/表观遗传蛋白,结构域和辅因子状态预测口袋；历史对照GNINA；Boltz-2多seed；局部MD,TR-FRET/AlphaScreen/酶活或共调节因子招募 + NanoBRET/SPR/BLI复核,参考配体、突变结构域、载体、非相关核内蛋白,W2_MINIMUM_CONTROL_AND_POCKET_VALIDATION,ABSENT_BY_FROZEN_ATLAS,EXCLUDE_NO_ELIGIBLE_EXPERIMENTAL_POCKET
CHEMBL2044,ABAT,P80404,"4-aminobutyrate aminotransferase, mitochondrial",ENZYME_BIOCHEMICAL,False,True,True,0,True,True,True,False,False,False,False,EXCLUDE_NO_ELIGIBLE_EXPERIMENTAL_POCKET,Enzyme,Transferase,,Transferase,500,54b8ff6cb53707afb9a9b02349f5a054c83ecbaa7c35613a520a7ffa5f12a384,SM_MOA_NON_GPCR,1,1,True,T5_SPARSE_OR_NONE,1,8,3,True,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P80404-F1-model_v6.pdb,93.76248,completed,B_MODERATE_CONFIDENCE,7.73,0.344,98.77666666666669,completed,35,A_HIGH_DRUGGABILITY_GEOMETRY,0.175,0.031,394.012,True,2.0,30.0,0.6086956521739131,3.1780033839215407,C1_DUAL_METHOD_SAME_SITE,P2RANK_PRIMARY_FPOCKET_CONFIRMED,True,,,,,,,,,,H5_SPARSE_OR_NONE,历史对照稀疏或缺失,P1_P2RANK_FPOCKET_SAME_SITE,P2Rank与fpocket支持同一预测位点,R2_DUAL_POCKET_CONTROL_ACQUISITION,双方法口袋可用，但先补足实测阴性/阳性对照；当前仅做探索性局部计算,DIAGNOSTIC_LOCAL_ONLY,非激酶酶,辅因子/金属感知预测口袋ensemble；历史正负对照GNINA；Boltz-2多seed；标准或专项MD,纯化酶活性剂量反应 + SPR/BLI/MST或DSF直接结合复核,已知底物/抑制剂、无酶空白、载体、结构相近阴性化合物,W3_CONTROL_OR_STRUCTURE_ACQUISITION,ABSENT_BY_FROZEN_ATLAS,EXCLUDE_NO_ELIGIBLE_EXPERIMENTAL_POCKET
CHEMBL3172,DPYD,Q12882,Dihydropyrimidine dehydrogenase [NADP(+)],ENZYME_BIOCHEMICAL,False,True,True,0,True,True,True,False,False,False,False,EXCLUDE_NO_ELIGIBLE_EXPERIMENTAL_POCKET,Enzyme,Oxidoreductase,,Oxidoreductase,1025,b36c458f3bcedadad27b226feb1cd4b7843949bc226d5b6124e0a83e2b0a9947,SM_MOA_NON_GPCR,2,2,False,T5_SPARSE_OR_NONE,0,0,0,True,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q12882-F1-model_v6.pdb,96.13545365853658,completed,A_HIGH_CONFIDENCE,46.83,0.962,96.80666666666669,completed,80,A_HIGH_DRUGGABILITY_GEOMETRY,0.282,0.569,1195.594,True,1.0,1.0,0.8367346938775511,1.9905370636960689,C1_DUAL_METHOD_SAME_SITE,P2RANK_PRIMARY_FPOCKET_CONFIRMED,True,,,,,,,,,,H5_SPARSE_OR_NONE,历史对照稀疏或缺失,P1_P2RANK_FPOCKET_SAME_SITE,P2Rank与fpocket支持同一预测位点,R2_DUAL_POCKET_CONTROL_ACQUISITION,双方法口袋可用，但先补足实测阴性/阳性对照；当前仅做探索性局部计算,DIAGNOSTIC_LOCAL_ONLY,非激酶酶,辅因子/金属感知预测口袋ensemble；历史正负对照GNINA；Boltz-2多seed；标准或专项MD,纯化酶活性剂量反应 + SPR/BLI/MST或DSF直接结合复核,已知底物/抑制剂、无酶空白、载体、结构相近阴性化合物,W3_CONTROL_OR_STRUCTURE_ACQUISITION,ABSENT_BY_FROZEN_ATLAS,EXCLUDE_NO_ELIGIBLE_EXPERIMENTAL_POCKET
CHEMBL5705,EGLN3,Q9H6Z9,Prolyl hydroxylase EGLN3,ENZYME_BIOCHEMICAL,False,True,True,0,True,True,True,False,False,False,False,EXCLUDE_NO_ELIGIBLE_EXPERIMENTAL_POCKET,Enzyme,Oxidoreductase,,Oxidoreductase,239,9ed9d245a1ccec30c57b21996b7795d43966ae87dc4c5292f48fd56fb80def56,SM_MOA_NON_GPCR,2,2,True,T4_POSITIVE_ONLY,65,5,14,True,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q9H6Z9-F1-model_v6.pdb,91.01640167364016,completed,A_HIGH_CONFIDENCE,27.55,0.883,93.33653846153848,completed,16,A_HIGH_DRUGGABILITY_GEOMETRY,0.285,0.061,643.086,True,1.0,2.0,0.8928571428571429,2.201732632543427,C1_DUAL_METHOD_SAME_SITE,P2RANK_PRIMARY_FPOCKET_CONFIRMED,True,,,,,,,,,,H4_POSITIVE_ONLY,仅有历史阳性；必须补阴性对照,P1_P2RANK_FPOCKET_SAME_SITE,P2Rank与fpocket支持同一预测位点,R2_DUAL_POCKET_CONTROL_ACQUISITION,双方法口袋可用，但先补足实测阴性/阳性对照；当前仅做探索性局部计算,DIAGNOSTIC_LOCAL_ONLY,非激酶酶,辅因子/金属感知预测口袋ensemble；历史正负对照GNINA；Boltz-2多seed；标准或专项MD,纯化酶活性剂量反应 + SPR/BLI/MST或DSF直接结合复核,已知底物/抑制剂、无酶空白、载体、结构相近阴性化合物,W3_CONTROL_OR_STRUCTURE_ACQUISITION,ABSENT_BY_FROZEN_ATLAS,EXCLUDE_NO_ELIGIBLE_EXPERIMENTAL_POCKET
CHEMBL3391681,GPD2,P43304,"Glycerol-3-phosphate dehydrogenase, mitochondrial",ENZYME_BIOCHEMICAL,False,True,True,0,True,True,True,False,False,False,False,EXCLUDE_NO_ELIGIBLE_EXPERIMENTAL_POCKET,Enzyme,Oxidoreductase,,Oxidoreductase,727,16acf8ec266adf7496ad0d234749b75d18270a557adc63a9f786ad010e8c986c,SM_MOA_NON_GPCR,1,1,True,T5_SPARSE_OR_NONE,0,0,0,True,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P43304-F1-model_v6.pdb,86.27118294360385,completed,A_HIGH_CONFIDENCE,80.18,0.991,93.40911392405064,completed,43,A_HIGH_DRUGGABILITY_GEOMETRY,0.015,0.013,306.416,True,1.0,7.0,0.6477272727272727,4.532573886490368,C1_DUAL_METHOD_SAME_SITE,P2RANK_PRIMARY_FPOCKET_CONFIRMED,True,,,,,,,,,,H5_SPARSE_OR_NONE,历史对照稀疏或缺失,P1_P2RANK_FPOCKET_SAME_SITE,P2Rank与fpocket支持同一预测位点,R2_DUAL_POCKET_CONTROL_ACQUISITION,双方法口袋可用，但先补足实测阴性/阳性对照；当前仅做探索性局部计算,DIAGNOSTIC_LOCAL_ONLY,非激酶酶,辅因子/金属感知预测口袋ensemble；历史正负对照GNINA；Boltz-2多seed；标准或专项MD,纯化酶活性剂量反应 + SPR/BLI/MST或DSF直接结合复核,已知底物/抑制剂、无酶空白、载体、结构相近阴性化合物,W3_CONTROL_OR_STRUCTURE_ACQUISITION,ABSENT_BY_FROZEN_ATLAS,EXCLUDE_NO_ELIGIBLE_EXPERIMENTAL_POCKET
CHEMBL3670,HSD3B2,P26439,3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 2,ENZYME_BIOCHEMICAL,False,True,True,0,True,True,True,False,False,False,False,EXCLUDE_NO_ELIGIBLE_EXPERIMENTAL_POCKET,Enzyme,Oxidoreductase,,Oxidoreductase,372,18033136f0b1562946ef34206594155695acf1088cd70ca93bc77d821a72f149,SM_MOA_NON_GPCR,1,1,True,T5_SPARSE_OR_NONE,0,0,0,True,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P26439-F1-model_v6.pdb,94.41115591397848,completed,A_HIGH_CONFIDENCE,48.16,0.964,93.9568,completed,23,A_HIGH_DRUGGABILITY_GEOMETRY,0.1,0.0,572.32,True,1.0,23.0,0.6792452830188679,2.563753457204285,C1_DUAL_METHOD_SAME_SITE,P2RANK_PRIMARY_FPOCKET_CONFIRMED,True,,,,,,,,,,H5_SPARSE_OR_NONE,历史对照稀疏或缺失,P1_P2RANK_FPOCKET_SAME_SITE,P2Rank与fpocket支持同一预测位点,R2_DUAL_POCKET_CONTROL_ACQUISITION,双方法口袋可用，但先补足实测阴性/阳性对照；当前仅做探索性局部计算,DIAGNOSTIC_LOCAL_ONLY,非激酶酶,辅因子/金属感知预测口袋ensemble；历史正负对照GNINA；Boltz-2多seed；标准或专项MD,纯化酶活性剂量反应 + SPR/BLI/MST或DSF直接结合复核,已知底物/抑制剂、无酶空白、载体、结构相近阴性化合物,W3_CONTROL_OR_STRUCTURE_ACQUISITION,ABSENT_BY_FROZEN_ATLAS,EXCLUDE_NO_ELIGIBLE_EXPERIMENTAL_POCKET
CHEMBL1641353,POLR2A,P24928,DNA-directed RNA polymerase II subunit RPB1,ENZYME_BIOCHEMICAL,False,True,False,0,True,True,True,False,False,False,False,EXCLUDE_NO_ELIGIBLE_EXPERIMENTAL_POCKET,Enzyme,Transferase,,Transferase,1970,dbd82d02d7916602a7d14fb2d0202917b489aaff347393d7bc526bb025176d83,SM_MOA_NON_GPCR,1,1,False,T5_SPARSE_OR_NONE,1,0,1,True,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P24928-F1-model_v6.pdb,75.98911167512689,completed,A_HIGH_CONFIDENCE,18.31,0.748,75.98695652173913,completed,154,A_HIGH_DRUGGABILITY_GEOMETRY,0.169,0.071,788.878,True,3.0,154.0,0.3396226415094339,7.144399122766212,C1_DUAL_METHOD_SAME_SITE,P2RANK_PRIMARY_FPOCKET_CONFIRMED,True,,,,,,,,,,H5_SPARSE_OR_NONE,历史对照稀疏或缺失,P1_P2RANK_FPOCKET_SAME_SITE,P2Rank与fpocket支持同一预测位点,R2_DUAL_POCKET_CONTROL_ACQUISITION,双方法口袋可用，但先补足实测阴性/阳性对照；当前仅做探索性局部计算,DIAGNOSTIC_LOCAL_ONLY,非激酶酶,辅因子/金属感知预测口袋ensemble；历史正负对照GNINA；Boltz-2多seed；标准或专项MD,纯化酶活性剂量反应 + SPR/BLI/MST或DSF直接结合复核,已知底物/抑制剂、无酶空白、载体、结构相近阴性化合物,W3_CONTROL_OR_STRUCTURE_ACQUISITION,ABSENT_BY_FROZEN_ATLAS,EXCLUDE_NO_ELIGIBLE_EXPERIMENTAL_POCKET
CHEMBL4665582,POLR3A,O14802,DNA-directed RNA polymerase III subunit RPC1,ENZYME_BIOCHEMICAL,False,True,True,0,True,True,True,False,False,False,False,EXCLUDE_NO_ELIGIBLE_EXPERIMENTAL_POCKET,Enzyme,Transferase,,Transferase,1390,39cab1db4ac394157a582eb025b06086ce3ec5b96fe16205e2d1d91b08a6482d,SM_MOA_NON_GPCR,1,1,False,T5_SPARSE_OR_NONE,0,0,0,True,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-O14802-F1-model_v6.pdb,88.31302877697841,completed,A_HIGH_CONFIDENCE,15.29,0.669,93.04809523809524,completed,100,B_REVIEWABLE_GEOMETRY,0.121,0.004,351.255,True,9.0,10.0,0.9230769230769232,1.6938541377580305,C1_DUAL_METHOD_SAME_SITE,P2RANK_PRIMARY_FPOCKET_CONFIRMED,True,,,,,,,,,,H5_SPARSE_OR_NONE,历史对照稀疏或缺失,P1_P2RANK_FPOCKET_SAME_SITE,P2Rank与fpocket支持同一预测位点,R2_DUAL_POCKET_CONTROL_ACQUISITION,双方法口袋可用，但先补足实测阴性/阳性对照；当前仅做探索性局部计算,DIAGNOSTIC_LOCAL_ONLY,非激酶酶,辅因子/金属感知预测口袋ensemble；历史正负对照GNINA；Boltz-2多seed；标准或专项MD,纯化酶活性剂量反应 + SPR/BLI/MST或DSF直接结合复核,已知底物/抑制剂、无酶空白、载体、结构相近阴性化合物,W3_CONTROL_OR_STRUCTURE_ACQUISITION,ABSENT_BY_FROZEN_ATLAS,EXCLUDE_NO_ELIGIBLE_EXPERIMENTAL_POCKET
CHEMBL2435,PPP2CB,P62714,Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform,ENZYME_BIOCHEMICAL,False,True,True,0,True,True,True,False,False,False,False,EXCLUDE_NO_ELIGIBLE_EXPERIMENTAL_POCKET,Enzyme,Phosphatase,Protein Phosphatase,Serine/threonine protein phosphatase,309,2c059b5d887c76e8b9c0a49db785f10d0f81564a5167f42ec47ddc8ea3026781,SM_MOA_NON_GPCR,1,1,False,T5_SPARSE_OR_NONE,0,0,0,True,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P62714-F1-model_v6.pdb,95.27864077669902,completed,A_HIGH_CONFIDENCE,16.28,0.697,87.36785714285715,completed,18,B_REVIEWABLE_GEOMETRY,0.393,0.409,1116.011,True,1.0,11.0,0.7222222222222222,2.17787474930802,C1_DUAL_METHOD_SAME_SITE,P2RANK_PRIMARY_FPOCKET_CONFIRMED,True,,,,,,,,,,H5_SPARSE_OR_NONE,历史对照稀疏或缺失,P1_P2RANK_FPOCKET_SAME_SITE,P2Rank与fpocket支持同一预测位点,R2_DUAL_POCKET_CONTROL_ACQUISITION,双方法口袋可用，但先补足实测阴性/阳性对照；当前仅做探索性局部计算,DIAGNOSTIC_LOCAL_ONLY,非激酶酶,辅因子/金属感知预测口袋ensemble；历史正负对照GNINA；Boltz-2多seed；标准或专项MD,纯化酶活性剂量反应 + SPR/BLI/MST或DSF直接结合复核,已知底物/抑制剂、无酶空白、载体、结构相近阴性化合物,W3_CONTROL_OR_STRUCTURE_ACQUISITION,ABSENT_BY_FROZEN_ATLAS,EXCLUDE_NO_ELIGIBLE_EXPERIMENTAL_POCKET
CHEMBL3831182,RPE65,Q16518,Retinoid isomerohydrolase,ENZYME_BIOCHEMICAL,False,True,True,0,True,True,True,False,False,False,False,EXCLUDE_NO_ELIGIBLE_EXPERIMENTAL_POCKET,Enzyme,Hydrolase,,Hydrolase,533,cbbde4fd45aee67b8bb1fa7f40c2f8aeabfa5c09fa32954630085fa8b1c47744,SM_MOA_NON_GPCR,2,2,False,T5_SPARSE_OR_NONE,0,0,0,True,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q16518-F1-model_v6.pdb,95.43165103189492,completed,A_HIGH_CONFIDENCE,70.34,0.988,96.26959183673468,completed,37,A_HIGH_DRUGGABILITY_GEOMETRY,0.563,1.0,1820.426,True,1.0,1.0,0.8305084745762712,1.7042227946598696,C1_DUAL_METHOD_SAME_SITE,P2RANK_PRIMARY_FPOCKET_CONFIRMED,True,,,,,,,,,,H5_SPARSE_OR_NONE,历史对照稀疏或缺失,P1_P2RANK_FPOCKET_SAME_SITE,P2Rank与fpocket支持同一预测位点,R2_DUAL_POCKET_CONTROL_ACQUISITION,双方法口袋可用，但先补足实测阴性/阳性对照；当前仅做探索性局部计算,DIAGNOSTIC_LOCAL_ONLY,非激酶酶,辅因子/金属感知预测口袋ensemble；历史正负对照GNINA；Boltz-2多seed；标准或专项MD,纯化酶活性剂量反应 + SPR/BLI/MST或DSF直接结合复核,已知底物/抑制剂、无酶空白、载体、结构相近阴性化合物,W3_CONTROL_OR_STRUCTURE_ACQUISITION,ABSENT_BY_FROZEN_ATLAS,EXCLUDE_NO_ELIGIBLE_EXPERIMENTAL_POCKET
CHEMBL1839,TPO,P07202,Thyroid peroxidase,ENZYME_BIOCHEMICAL,False,True,True,0,True,True,True,False,False,False,False,EXCLUDE_NO_ELIGIBLE_EXPERIMENTAL_POCKET,Enzyme,Oxidoreductase,,Oxidoreductase,933,5ef0edb0ae15eab922119f2b67389d5724f897d5a6430209a7fc299242e56d98,SM_MOA_NON_GPCR,3,3,True,T5_SPARSE_OR_NONE,6,14,8,True,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P07202-F1-model_v6.pdb,83.45375133976421,completed,A_HIGH_CONFIDENCE,53.63,0.971,95.75975,completed,61,A_HIGH_DRUGGABILITY_GEOMETRY,0.377,0.998,1230.949,True,1.0,1.0,0.7872340425531915,3.47373308537689,C1_DUAL_METHOD_SAME_SITE,P2RANK_PRIMARY_FPOCKET_CONFIRMED,True,,,,,,,,,,H5_SPARSE_OR_NONE,历史对照稀疏或缺失,P1_P2RANK_FPOCKET_SAME_SITE,P2Rank与fpocket支持同一预测位点,R2_DUAL_POCKET_CONTROL_ACQUISITION,双方法口袋可用，但先补足实测阴性/阳性对照；当前仅做探索性局部计算,DIAGNOSTIC_LOCAL_ONLY,非激酶酶,辅因子/金属感知预测口袋ensemble；历史正负对照GNINA；Boltz-2多seed；标准或专项MD,纯化酶活性剂量反应 + SPR/BLI/MST或DSF直接结合复核,已知底物/抑制剂、无酶空白、载体、结构相近阴性化合物,W3_CONTROL_OR_STRUCTURE_ACQUISITION,ABSENT_BY_FROZEN_ATLAS,EXCLUDE_NO_ELIGIBLE_EXPERIMENTAL_POCKET
CHEMBL5167,SCN11A,Q9UI33,Sodium channel protein type 11 subunit alpha,ION_CHANNEL_FUNCTIONAL,False,True,True,0,True,True,True,False,False,False,False,EXCLUDE_NO_ELIGIBLE_EXPERIMENTAL_POCKET,Ion channel,Voltage-gated ion channel,Voltage-gated sodium channel,Voltage-gated sodium channel,1791,31f3d057dcbc2abdd4120b7c760ca6af6ae43dd23ee21bbb6f2b25d42fe0fcc2,SM_MOA_NON_GPCR,1,1,False,T5_SPARSE_OR_NONE,0,0,0,True,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q9UI33-F1-model_v6.pdb,69.31352875488554,completed,A_HIGH_CONFIDENCE,75.71,0.99,83.33796875,completed,202,A_HIGH_DRUGGABILITY_GEOMETRY,0.137,0.001,356.37,True,1.0,181.0,0.359375,8.53645236811071,C1_DUAL_METHOD_SAME_SITE,P2RANK_PRIMARY_FPOCKET_CONFIRMED,True,,,,,,,,,,H5_SPARSE_OR_NONE,历史对照稀疏或缺失,P1_P2RANK_FPOCKET_SAME_SITE,P2Rank与fpocket支持同一预测位点,R2_DUAL_POCKET_CONTROL_ACQUISITION,双方法口袋可用，但先补足实测阴性/阳性对照；当前仅做探索性局部计算,DIAGNOSTIC_LOCAL_ONLY,离子通道,开放/关闭/失活状态和孔道口袋ensemble；Boltz-2；膜内离子通道MD,自动膜片钳多电压/多状态剂量反应 + 离子通量或位点突变复核,参考阻断剂/激动剂、未表达细胞、载体、电生理质量控制,W3_CONTROL_OR_STRUCTURE_ACQUISITION,ABSENT_BY_FROZEN_ATLAS,EXCLUDE_NO_ELIGIBLE_EXPERIMENTAL_POCKET
