target_chembl_id,gene_symbol,uniprot_accession,target_name,assay_lane,computed_pocket_evidence,pocket_consensus_class,active_target_branch,active_manifest_pocket_evidence_source,first_exclusion_reason,target_class_zh,experimental_pocket_evidence_category,experimental_pocket_evidence_zh,representative_pdb_id,representative_chain_id,representative_ligand_id,positive_compounds,negative_compounds,target_calibration_tier,mechanistic_branch,mechanistic_branch_zh,mechanistic_subclass,pocket_evidence_tier,pair_pocket_evidence_source,drugclip_formal_eligible,unified_target_route,unified_target_route_zh,qualified_physical_models,allowed_pair_scope_zh,current_target_qualification_strength,current_target_state,target_evidence_layer,modality_compute_branch,target_next_compute_action_zh,gnina_target_qualification,boltz_target_qualification,target_route_family,predicted_pocket_qualification,discovery_authorization,target_gate_pass_for_discovery,remote_qualified_physical_models,formal_computational_triage_pair_count,diagnostic_rescue_pair_count,boltz_pairs_completed,boltz_md_authorized_pairs,primary_gate_strong,primary_gate_pass,incremental_pairs,gnina_increment_pairs,boltz_increment_pairs,gnina_primary_supported_pairs,boltz_primary_supported_pairs,boltz_multiseed_stable_pairs,gnina_state_stable_pairs,gnina_primary_downgraded_pairs,incremental_compute_status
CHEMBL261,CA1,P00915,Carbonic anhydrase 1,ENZYME_BIOCHEMICAL,,,STRICT_EXPERIMENTAL_POCKET_MAINLINE_338,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,INCLUDED,酶（非激酶）,DRUG_MAPPED_HIGH_QUALITY_EXPERIMENTAL,药物映射的高质量实验口袋,2nn7,A,M29,3956,396,T1_RICH_POSITIVE_NEGATIVE,ENZYME_BIOCHEMICAL,酶（非激酶）,LEGACY_MAINLINE_CLASSIFICATION,DRUG_MAPPED_HIGH_QUALITY_EXPERIMENTAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,True,E2_SINGLE_MODEL_REMOTE_QUALIFIED,E2 单模型远程资格,Boltz-2,仅按取得远程资格的模型解释N3；另一模型不得否决,FROZEN_QUALIFIED,UNCHANGED,T2_DISCOVERY_REMOTE_SINGLE,M1_STANDARD_HOLO_POCKET,只使用已取得远程资格的模型排序；另一模型仅记录分歧或尝试协议救援,GATE_A_FAIL,BOLTZ_REMOTE_QUALIFIED,EXPERIMENTAL_POCKET_MAINLINE,NOT_APPLICABLE_EXPERIMENTAL_POCKET,AS_DEFINED_BY_E1_TO_E6_ROUTE,True,Boltz-2,,,,,,,0,0,0,0,0,0,0,0,NO_INCREMENT_REQUIRED
CHEMBL262,GSK3B,P49841,Glycogen synthase kinase-3 beta,KINASE_BIOCHEMICAL,,,STRICT_EXPERIMENTAL_POCKET_MAINLINE_338,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,INCLUDED,激酶,DRUG_MAPPED_HIGH_QUALITY_EXPERIMENTAL,药物映射的高质量实验口袋,1q4l,A,679,2027,751,T1_RICH_POSITIVE_NEGATIVE,KINASE_BIOCHEMICAL,激酶,LEGACY_MAINLINE_CLASSIFICATION,DRUG_MAPPED_HIGH_QUALITY_EXPERIMENTAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,True,E2_SINGLE_MODEL_REMOTE_QUALIFIED,E2 单模型远程资格,Boltz-2,仅按取得远程资格的模型解释N3；另一模型不得否决,FROZEN_QUALIFIED,UNCHANGED,T2_DISCOVERY_REMOTE_SINGLE,M1_STANDARD_HOLO_POCKET,只使用已取得远程资格的模型排序；另一模型仅记录分歧或尝试协议救援,GATE_A_FAIL,BOLTZ_REMOTE_QUALIFIED,EXPERIMENTAL_POCKET_MAINLINE,NOT_APPLICABLE_EXPERIMENTAL_POCKET,AS_DEFINED_BY_E1_TO_E6_ROUTE,True,Boltz-2,,,,,,,0,0,0,0,0,0,0,0,NO_INCREMENT_REQUIRED
CHEMBL2637,MAPK10,P53779,Mitogen-activated protein kinase 10,KINASE_BIOCHEMICAL,,,STRICT_EXPERIMENTAL_POCKET_MAINLINE_338,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,INCLUDED,激酶,DRUG_MAPPED_HIGH_QUALITY_EXPERIMENTAL,药物映射的高质量实验口袋,1pmu,A,9HP,678,719,T1_RICH_POSITIVE_NEGATIVE,KINASE_BIOCHEMICAL,激酶,LEGACY_MAINLINE_CLASSIFICATION,DRUG_MAPPED_HIGH_QUALITY_EXPERIMENTAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,True,E2_SINGLE_MODEL_REMOTE_QUALIFIED,E2 单模型远程资格,Boltz-2,仅按取得远程资格的模型解释N3；另一模型不得否决,FROZEN_QUALIFIED,UNCHANGED,T2_DISCOVERY_REMOTE_SINGLE,M1_STANDARD_HOLO_POCKET,只使用已取得远程资格的模型排序；另一模型仅记录分歧或尝试协议救援,GATE_A_FAIL,BOLTZ_REMOTE_QUALIFIED,EXPERIMENTAL_POCKET_MAINLINE,NOT_APPLICABLE_EXPERIMENTAL_POCKET,AS_DEFINED_BY_E1_TO_E6_ROUTE,True,Boltz-2,,,,,,,0,0,0,0,0,0,0,0,NO_INCREMENT_REQUIRED
CHEMBL267,SRC,P12931,Proto-oncogene tyrosine-protein kinase Src,KINASE_BIOCHEMICAL,,,STRICT_EXPERIMENTAL_POCKET_MAINLINE_338,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,INCLUDED,激酶,DRUG_MAPPED_HIGH_QUALITY_EXPERIMENTAL,药物映射的高质量实验口袋,1o4a,A,197,1029,538,T1_RICH_POSITIVE_NEGATIVE,KINASE_BIOCHEMICAL,激酶,LEGACY_MAINLINE_CLASSIFICATION,DRUG_MAPPED_HIGH_QUALITY_EXPERIMENTAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,True,E5_NO_MODEL_QUALIFICATION,E5 当前模型未取得资格,NONE,停止同协议扩筛；先诊断历史对照与结构状态,NOT_QUALIFIED_OR_NOT_EVALUABLE,UNCHANGED,T5_MODEL_QUALIFICATION_REPAIR,M1_STANDARD_HOLO_POCKET,按物化偏差、受体状态或无局部效应分支诊断；未重获资格前不晋级pair,GATE_A_FAIL,BOLTZ_GATE_A_FAIL,EXPERIMENTAL_POCKET_MAINLINE,NOT_APPLICABLE_EXPERIMENTAL_POCKET,AS_DEFINED_BY_E1_TO_E6_ROUTE,False,NONE,,,,,,,0,0,0,0,0,0,0,0,NO_INCREMENT_REQUIRED
CHEMBL268,CTSK,P43235,Cathepsin K,ENZYME_BIOCHEMICAL,,,STRICT_EXPERIMENTAL_POCKET_MAINLINE_338,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,INCLUDED,酶（非激酶）,DRUG_MAPPED_HIGH_QUALITY_EXPERIMENTAL,药物映射的高质量实验口袋,1q6k,A,TCO,1257,150,T1_RICH_POSITIVE_NEGATIVE,ENZYME_BIOCHEMICAL,酶（非激酶）,LEGACY_MAINLINE_CLASSIFICATION,DRUG_MAPPED_HIGH_QUALITY_EXPERIMENTAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,True,E5_NO_MODEL_QUALIFICATION,E5 当前模型未取得资格,NONE,停止同协议扩筛；先诊断历史对照与结构状态,NOT_QUALIFIED_OR_NOT_EVALUABLE,UNCHANGED,T5_MODEL_QUALIFICATION_REPAIR,M1_STANDARD_HOLO_POCKET,按物化偏差、受体状态或无局部效应分支诊断；未重获资格前不晋级pair,GATE_A_FAIL,BOLTZ_GATE_A_FAIL,EXPERIMENTAL_POCKET_MAINLINE,NOT_APPLICABLE_EXPERIMENTAL_POCKET,AS_DEFINED_BY_E1_TO_E6_ROUTE,False,NONE,,,,,,,0,0,0,0,0,0,0,0,NO_INCREMENT_REQUIRED
CHEMBL2689,MST1R,Q04912,Macrophage-stimulating protein receptor,KINASE_BIOCHEMICAL,,,STRICT_EXPERIMENTAL_POCKET_MAINLINE_338,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,INCLUDED,激酶,SPECIALIZED_CURATED_EXPERIMENTAL,专业口袋库确认的实验位点,8zkd,A,ANP,97,344,T1_RICH_POSITIVE_NEGATIVE,KINASE_BIOCHEMICAL,激酶,LEGACY_MAINLINE_CLASSIFICATION,SPECIALIZED_CURATED_EXPERIMENTAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,True,E3_LOCAL_ONLY_QUALIFIED,E3 仅局部/中等新颖度资格,Boltz-2+GNINA,只允许N1/N2；N3只能保留为探索信息,FROZEN_QUALIFIED,UNCHANGED,T3_DISCOVERY_SCAFFOLD_HOP,M1_STANDARD_HOLO_POCKET,仅计算和晋级N1/N2；N3保留为探索记录，不用局部校准作远程结论,LOCAL_STRONG,BOLTZ_LOCAL_QUALIFIED,EXPERIMENTAL_POCKET_MAINLINE,NOT_APPLICABLE_EXPERIMENTAL_POCKET,AS_DEFINED_BY_E1_TO_E6_ROUTE,True,NONE,,,,,,,0,0,0,0,0,0,0,0,NO_INCREMENT_REQUIRED
CHEMBL2695,PTK2,Q05397,Focal adhesion kinase 1,KINASE_BIOCHEMICAL,,,STRICT_EXPERIMENTAL_POCKET_MAINLINE_338,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,INCLUDED,激酶,SPECIALIZED_CURATED_EXPERIMENTAL,专业口袋库确认的实验位点,4k9y,A,K9Y,1140,569,T1_RICH_POSITIVE_NEGATIVE,KINASE_BIOCHEMICAL,激酶,LEGACY_MAINLINE_CLASSIFICATION,SPECIALIZED_CURATED_EXPERIMENTAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,True,E5_NO_MODEL_QUALIFICATION,E5 当前模型未取得资格,NONE,停止同协议扩筛；先诊断历史对照与结构状态,NOT_QUALIFIED_OR_NOT_EVALUABLE,UNCHANGED,T5_MODEL_QUALIFICATION_REPAIR,M1_STANDARD_HOLO_POCKET,按物化偏差、受体状态或无局部效应分支诊断；未重获资格前不晋级pair,GATE_A_FAIL,BOLTZ_GATE_A_FAIL,EXPERIMENTAL_POCKET_MAINLINE,NOT_APPLICABLE_EXPERIMENTAL_POCKET,AS_DEFINED_BY_E1_TO_E6_ROUTE,False,NONE,,,,,,,0,0,0,0,0,0,0,0,NO_INCREMENT_REQUIRED
CHEMBL2706,PTPRB,P23467,Receptor-type tyrosine-protein phosphatase beta,ENZYME_BIOCHEMICAL,,,STRICT_EXPERIMENTAL_POCKET_MAINLINE_338,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,INCLUDED,酶（非激酶）,SPECIALIZED_CURATED_EXPERIMENTAL,专业口袋库确认的实验位点,2i4g,A,UA1,121,16,T3_MINIMUM_POSITIVE_NEGATIVE,ENZYME_BIOCHEMICAL,酶（非激酶）,LEGACY_MAINLINE_CLASSIFICATION,SPECIALIZED_CURATED_EXPERIMENTAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,True,E2_SINGLE_MODEL_REMOTE_QUALIFIED,E2 单模型远程资格,GNINA,仅按取得远程资格的模型解释N3；另一模型不得否决,FROZEN_QUALIFIED,UNCHANGED,T2_DISCOVERY_REMOTE_SINGLE,M1_STANDARD_HOLO_POCKET,只使用已取得远程资格的模型排序；另一模型仅记录分歧或尝试协议救援,REMOTE_STRONG,BOLTZ_GATE_A_FAIL,EXPERIMENTAL_POCKET_MAINLINE,NOT_APPLICABLE_EXPERIMENTAL_POCKET,AS_DEFINED_BY_E1_TO_E6_ROUTE,True,GNINA,,,,,,,0,0,0,0,0,0,0,0,NO_INCREMENT_REQUIRED
CHEMBL2722,CYP11B2,P19099,"Cytochrome P450 11B2, mitochondrial",ENZYME_BIOCHEMICAL,,,STRICT_EXPERIMENTAL_POCKET_MAINLINE_338,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,INCLUDED,酶（非激酶）,SPECIALIZED_CURATED_EXPERIMENTAL,专业口袋库确认的实验位点,6xz9,A,HEC,1083,7,T4_POSITIVE_ONLY,ENZYME_BIOCHEMICAL,酶（非激酶）,LEGACY_MAINLINE_CLASSIFICATION,SPECIALIZED_CURATED_EXPERIMENTAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,True,E5_NO_MODEL_QUALIFICATION,E5 当前模型未取得资格,NONE,停止同协议扩筛；先诊断历史对照与结构状态,NOT_QUALIFIED_OR_NOT_EVALUABLE,UNCHANGED,T5_MODEL_QUALIFICATION_REPAIR,M1_STANDARD_HOLO_POCKET,按物化偏差、受体状态或无局部效应分支诊断；未重获资格前不晋级pair,GATE_A_FAIL,BOLTZ_GATE_A_FAIL,EXPERIMENTAL_POCKET_MAINLINE,NOT_APPLICABLE_EXPERIMENTAL_POCKET,AS_DEFINED_BY_E1_TO_E6_ROUTE,False,NONE,,,,,,,0,0,0,0,0,0,0,0,NO_INCREMENT_REQUIRED
CHEMBL2742,FGFR3,P22607,Fibroblast growth factor receptor 3,KINASE_BIOCHEMICAL,,,STRICT_EXPERIMENTAL_POCKET_MAINLINE_338,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,INCLUDED,激酶,SPECIALIZED_CURATED_EXPERIMENTAL,专业口袋库确认的实验位点,4k33,A,ACP,1953,163,T1_RICH_POSITIVE_NEGATIVE,KINASE_BIOCHEMICAL,激酶,LEGACY_MAINLINE_CLASSIFICATION,SPECIALIZED_CURATED_EXPERIMENTAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,True,E3_LOCAL_ONLY_QUALIFIED,E3 仅局部/中等新颖度资格,Boltz-2+GNINA,只允许N1/N2；N3只能保留为探索信息,FROZEN_QUALIFIED,UNCHANGED,T3_DISCOVERY_SCAFFOLD_HOP,M1_STANDARD_HOLO_POCKET,仅计算和晋级N1/N2；N3保留为探索记录，不用局部校准作远程结论,LOCAL_STRONG,BOLTZ_LOCAL_QUALIFIED,EXPERIMENTAL_POCKET_MAINLINE,NOT_APPLICABLE_EXPERIMENTAL_POCKET,AS_DEFINED_BY_E1_TO_E6_ROUTE,True,NONE,,,,,,,0,0,0,0,0,0,0,0,NO_INCREMENT_REQUIRED
CHEMBL2755,GSR,P00390,"Glutathione reductase, mitochondrial",ENZYME_BIOCHEMICAL,,,STRICT_EXPERIMENTAL_POCKET_MAINLINE_338,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,INCLUDED,酶（非激酶）,DRUG_MAPPED_HIGH_QUALITY_EXPERIMENTAL,药物映射的高质量实验口袋,1xan,A,HXP,4,45,T5_SPARSE_OR_NONE,ENZYME_BIOCHEMICAL,酶（非激酶）,LEGACY_MAINLINE_CLASSIFICATION,DRUG_MAPPED_HIGH_QUALITY_EXPERIMENTAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,True,E6_NO_ADEQUATE_HISTORICAL_CONTROL,E6 历史实测对照不足,NONE,先补实测正负对照；仅允许限额探索,NOT_QUALIFIED_OR_NOT_EVALUABLE,UNCHANGED,T6_CONTROL_ACQUISITION,M1_STANDARD_HOLO_POCKET,从ChEMBL/文献补充实测阳性与inactive/低活性；未知或未测不得作阴性,NOT_EVALUABLE,BOLTZ_NOT_EVALUABLE,EXPERIMENTAL_POCKET_MAINLINE,NOT_APPLICABLE_EXPERIMENTAL_POCKET,AS_DEFINED_BY_E1_TO_E6_ROUTE,False,NONE,,,,,,,0,0,0,0,0,0,0,0,NO_INCREMENT_REQUIRED
CHEMBL2778,SLC10A2,Q12908,Ileal sodium/bile acid cotransporter,TRANSPORTER_MEMBRANE_FUNCTIONAL,P1_P2RANK_FPOCKET_SAME_SITE,C1_DUAL_METHOD_SAME_SITE,RECOVERED_NO_EXPERIMENTAL_POCKET_46,COMPUTATIONAL_POCKET_PREDICTION,EXCLUDE_NO_ELIGIBLE_EXPERIMENTAL_POCKET,转运体,,,,,,145,49,T2_ADEQUATE_POSITIVE_NEGATIVE,B10_SOLUTE_TRANSPORTER,溶质转运体,SODIUM_BILE_ACID_COTRANSPORTER,P1_P2RANK_FPOCKET_SAME_SITE,COMPUTATIONAL_POCKET_PREDICTION,True,S4_POCKET_FAILED_RETROSPECTIVE_CONTROLS,S4_POCKET_FAILED_RETROSPECTIVE_CONTROLS,NONE,LOCAL_AND_PREDECLARED_REMOTE_ONLY_AFTER_PREDICTED_POCKET_GATE,FAILED_CONTROL_SEPARATION,S4_POCKET_FAILED_RETROSPECTIVE_CONTROLS,PREDICTED_POCKET_RECOVERY_BRANCH,CLASS_SPECIFIC_PREDICTED_POCKET_PROTOCOL,回到构象、辅因子、膜环境或口袋选择；当前位点不得用于候选排名,FAILED_CONTROL_SEPARATION,NOT_FORMALLY_QUALIFIED,PREDICTED_POCKET_RECOVERY,FAILED_CONTROL_SEPARATION,NO_DISCOVERY_PROMOTION,False,NONE,0.0,0.0,0.0,0.0,False,False,0,0,0,0,0,0,0,0,NO_INCREMENT_REQUIRED
CHEMBL2782,SOAT1,P35610,Sterol O-acyltransferase 1,ENZYME_BIOCHEMICAL,,,STRICT_EXPERIMENTAL_POCKET_MAINLINE_338,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,INCLUDED,酶（非激酶）,SPECIALIZED_CURATED_EXPERIMENTAL,专业口袋库确认的实验位点,6vum,A,CLR,116,119,T1_RICH_POSITIVE_NEGATIVE,ENZYME_BIOCHEMICAL,酶（非激酶）,LEGACY_MAINLINE_CLASSIFICATION,SPECIALIZED_CURATED_EXPERIMENTAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,True,E4_RECEPTOR_PROTOCOL_REPAIR,E4 受体协议修复,Boltz-2,修复结构、链、状态和redocking前不得晋级pair,NOT_QUALIFIED_OR_NOT_EVALUABLE,ALL_TESTED_ALTERNATES_REDOCK_FAILED,T4_PROTOCOL_RECOVERY,M1_STANDARD_HOLO_POCKET,人工核查construct、口袋、辅因子和蛋白状态；当前协议不再筛pair,NOT_EVALUABLE,BOLTZ_LOCAL_QUALIFIED,EXPERIMENTAL_POCKET_MAINLINE,NOT_APPLICABLE_EXPERIMENTAL_POCKET,AS_DEFINED_BY_E1_TO_E6_ROUTE,False,NONE,,,,,,,0,0,0,0,0,0,0,0,NO_INCREMENT_REQUIRED
CHEMBL279,KDR,P35968,Vascular endothelial growth factor receptor 2,KINASE_BIOCHEMICAL,,,STRICT_EXPERIMENTAL_POCKET_MAINLINE_338,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,INCLUDED,激酶,DRUG_MAPPED_HIGH_QUALITY_EXPERIMENTAL,药物映射的高质量实验口袋,4agc,A,AXI,5897,643,T1_RICH_POSITIVE_NEGATIVE,KINASE_BIOCHEMICAL,激酶,LEGACY_MAINLINE_CLASSIFICATION,DRUG_MAPPED_HIGH_QUALITY_EXPERIMENTAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,True,E2_SINGLE_MODEL_REMOTE_QUALIFIED,E2 单模型远程资格,Boltz-2,仅按取得远程资格的模型解释N3；另一模型不得否决,FROZEN_QUALIFIED,UNCHANGED,T2_DISCOVERY_REMOTE_SINGLE,M1_STANDARD_HOLO_POCKET,只使用已取得远程资格的模型排序；另一模型仅记录分歧或尝试协议救援,GATE_A_FAIL,BOLTZ_REMOTE_QUALIFIED,EXPERIMENTAL_POCKET_MAINLINE,NOT_APPLICABLE_EXPERIMENTAL_POCKET,AS_DEFINED_BY_E1_TO_E6_ROUTE,True,Boltz-2,,,,,,,1,0,1,0,0,0,0,0,COMPLETE
CHEMBL280,MMP13,P45452,Collagenase 3,ENZYME_BIOCHEMICAL,,,STRICT_EXPERIMENTAL_POCKET_MAINLINE_338,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,INCLUDED,酶（非激酶）,DRUG_MAPPED_HIGH_QUALITY_EXPERIMENTAL,药物映射的高质量实验口袋,1you,A,PFD,1188,184,T1_RICH_POSITIVE_NEGATIVE,ENZYME_BIOCHEMICAL,酶（非激酶）,LEGACY_MAINLINE_CLASSIFICATION,DRUG_MAPPED_HIGH_QUALITY_EXPERIMENTAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,True,E5_NO_MODEL_QUALIFICATION,E5 当前模型未取得资格,NONE,停止同协议扩筛；先诊断历史对照与结构状态,NOT_QUALIFIED_OR_NOT_EVALUABLE,UNCHANGED,T5_MODEL_QUALIFICATION_REPAIR,M1_STANDARD_HOLO_POCKET,按物化偏差、受体状态或无局部效应分支诊断；未重获资格前不晋级pair,GATE_A_FAIL,BOLTZ_GATE_A_FAIL,EXPERIMENTAL_POCKET_MAINLINE,NOT_APPLICABLE_EXPERIMENTAL_POCKET,AS_DEFINED_BY_E1_TO_E6_ROUTE,False,NONE,,,,,,,0,0,0,0,0,0,0,0,NO_INCREMENT_REQUIRED
CHEMBL2808,NR1H3,Q13133,Oxysterols receptor LXR-alpha,NUCLEAR_EPIGENETIC_DOMAIN,,,STRICT_EXPERIMENTAL_POCKET_MAINLINE_338,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,INCLUDED,核内/表观遗传蛋白,SPECIALIZED_CURATED_EXPERIMENTAL,专业口袋库确认的实验位点,3ipq,A,965,322,262,T1_RICH_POSITIVE_NEGATIVE,NUCLEAR_EPIGENETIC_DOMAIN,核内/表观遗传蛋白,LEGACY_MAINLINE_CLASSIFICATION,SPECIALIZED_CURATED_EXPERIMENTAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,True,E1_DUAL_REMOTE_QUALIFIED,E1 双模型远程资格,Boltz-2+GNINA,允许N1/N2/N3；优先检验双模型一致与分歧,FROZEN_QUALIFIED,UNCHANGED,T1_DISCOVERY_REMOTE_DUAL,M1_STANDARD_HOLO_POCKET,对已有pair完成多seed/多受体状态稳定性审计；稳定者进入限额MD候选,REMOTE_STRONG,BOLTZ_REMOTE_QUALIFIED,EXPERIMENTAL_POCKET_MAINLINE,NOT_APPLICABLE_EXPERIMENTAL_POCKET,AS_DEFINED_BY_E1_TO_E6_ROUTE,True,Boltz-2+GNINA,,,,,,,0,0,0,0,0,0,0,0,NO_INCREMENT_REQUIRED
CHEMBL2815,NTRK1,P04629,High affinity nerve growth factor receptor,KINASE_BIOCHEMICAL,,,STRICT_EXPERIMENTAL_POCKET_MAINLINE_338,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,INCLUDED,激酶,DRUG_MAPPED_HIGH_QUALITY_EXPERIMENTAL,药物映射的高质量实验口袋,5kvt,A,YMX,1826,364,T1_RICH_POSITIVE_NEGATIVE,KINASE_BIOCHEMICAL,激酶,LEGACY_MAINLINE_CLASSIFICATION,DRUG_MAPPED_HIGH_QUALITY_EXPERIMENTAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,True,E2_SINGLE_MODEL_REMOTE_QUALIFIED,E2 单模型远程资格,Boltz-2,Boltz-2通过Gate-A及低相似留出Gate-B；可在该靶点内排序N1/N2/N3，原始分数仍不得跨靶点比较,STRONG_EXPANDED_PANEL_REMOTE,EXPANDED_PANEL_REMOTE_SINGLE_QUALIFIED,T2_DISCOVERY_REMOTE_SINGLE,M1_STANDARD_HOLO_POCKET,只使用已取得远程资格的模型排序；另一模型仅记录分歧或尝试协议救援,GATE_A_FAIL,BOLTZ_GATE_A_FAIL,EXPERIMENTAL_POCKET_MAINLINE,NOT_APPLICABLE_EXPERIMENTAL_POCKET,AS_DEFINED_BY_E1_TO_E6_ROUTE,True,NONE,,,,,,,0,0,0,0,0,0,0,0,NO_INCREMENT_REQUIRED
CHEMBL2820,F11,P03951,Coagulation factor XI,ENZYME_BIOCHEMICAL,,,STRICT_EXPERIMENTAL_POCKET_MAINLINE_338,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,INCLUDED,酶（非激酶）,SPECIALIZED_CURATED_EXPERIMENTAL,专业口袋库确认的实验位点,1zsj,A,709,2508,148,T1_RICH_POSITIVE_NEGATIVE,ENZYME_BIOCHEMICAL,酶（非激酶）,LEGACY_MAINLINE_CLASSIFICATION,SPECIALIZED_CURATED_EXPERIMENTAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,True,E1_DUAL_REMOTE_QUALIFIED,E1 双模型远程资格,Boltz-2+GNINA,允许N1/N2/N3；优先检验双模型一致与分歧,FROZEN_QUALIFIED,UNCHANGED,T1_DISCOVERY_REMOTE_DUAL,M1_STANDARD_HOLO_POCKET,对已有pair完成多seed/多受体状态稳定性审计；稳定者进入限额MD候选,REMOTE_STRONG,BOLTZ_REMOTE_QUALIFIED,EXPERIMENTAL_POCKET_MAINLINE,NOT_APPLICABLE_EXPERIMENTAL_POCKET,AS_DEFINED_BY_E1_TO_E6_ROUTE,True,Boltz-2+GNINA,,,,,,,0,0,0,0,0,0,0,0,NO_INCREMENT_REQUIRED
CHEMBL2821,F12,P00748,Coagulation factor XII,ENZYME_BIOCHEMICAL,,,STRICT_EXPERIMENTAL_POCKET_MAINLINE_338,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,INCLUDED,酶（非激酶）,SPECIALIZED_CURATED_EXPERIMENTAL,专业口袋库确认的实验位点,6b77,B,CWV,460,142,T1_RICH_POSITIVE_NEGATIVE,ENZYME_BIOCHEMICAL,酶（非激酶）,LEGACY_MAINLINE_CLASSIFICATION,SPECIALIZED_CURATED_EXPERIMENTAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,True,E5_NO_MODEL_QUALIFICATION,E5 当前模型未取得资格,NONE,停止同协议扩筛；先诊断历史对照与结构状态,NOT_QUALIFIED_OR_NOT_EVALUABLE,UNCHANGED,T5_MODEL_QUALIFICATION_REPAIR,M1_STANDARD_HOLO_POCKET,按物化偏差、受体状态或无局部效应分支诊断；未重获资格前不晋级pair,GATE_A_FAIL,BOLTZ_GATE_A_FAIL,EXPERIMENTAL_POCKET_MAINLINE,NOT_APPLICABLE_EXPERIMENTAL_POCKET,AS_DEFINED_BY_E1_TO_E6_ROUTE,False,NONE,,,,,,,0,0,0,0,0,0,0,0,NO_INCREMENT_REQUIRED
CHEMBL283,MMP3,P08254,Stromelysin-1,ENZYME_BIOCHEMICAL,,,STRICT_EXPERIMENTAL_POCKET_MAINLINE_338,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,INCLUDED,酶（非激酶）,DRUG_MAPPED_HIGH_QUALITY_EXPERIMENTAL,药物映射的高质量实验口袋,3usn,A,ATT,416,165,T1_RICH_POSITIVE_NEGATIVE,ENZYME_BIOCHEMICAL,酶（非激酶）,LEGACY_MAINLINE_CLASSIFICATION,DRUG_MAPPED_HIGH_QUALITY_EXPERIMENTAL,PREFERRED_DRUGLIKE_HOLO_EXPERIMENTAL_POCKET,True,E2_SINGLE_MODEL_REMOTE_QUALIFIED,E2 单模型远程资格,Boltz-2+GNINA,仅按取得远程资格的模型解释N3；另一模型不得否决,FROZEN_QUALIFIED,UNCHANGED,T2_DISCOVERY_REMOTE_SINGLE,M1_STANDARD_HOLO_POCKET,只使用已取得远程资格的模型排序；另一模型仅记录分歧或尝试协议救援,LOCAL_STRONG,BOLTZ_REMOTE_QUALIFIED,EXPERIMENTAL_POCKET_MAINLINE,NOT_APPLICABLE_EXPERIMENTAL_POCKET,AS_DEFINED_BY_E1_TO_E6_ROUTE,True,Boltz-2,,,,,,,0,0,0,0,0,0,0,0,NO_INCREMENT_REQUIRED
